candidate_id,description,mean_r2,tg-r2,egc-r2,egb-r2,ei-r2,eea-r2,nc-r2,eps-r2
proxy_ensemble,per-target NNLS proxy ensemble,0.7981188581106918,0.8830496693202297,0.8935185913591934,0.8688550216173521,0.6955707415817197,0.8018859892349411,0.7737763670959212,0.670175626565485
