target,n,r2,tss,sse,rmse,se_r2,ci95,worst_row_sse,worst_row_share,r2_if_fix_worst,sse_cut_001,rmse_cut_001,mean_impact_001,practical_ceiling,headroom
tg,2732,0.8953462610294881,32583282.686108813,3409962.3610344315,35.32925221218313,0.006853701858042951,"[0.8816,0.9075]",82982.61764368157,0.0025467850628524743,0.8977744999312598,325832.8268610881,33.598969506424005,0.0014285714285714286,0.92,0.02465373897051193
egc,1352,0.9110956559040295,3271.4793609006806,290.84872680437974,0.46381547832325903,0.0057120541389377435,"[0.9001,0.9222]",6.369347927850717,0.00194693202224487,0.912631334711252,32.714793609006804,0.4369524749686092,0.0014285714285714286,0.95,0.03890434409597043
egb,224,0.9268179028903438,821.4616303138839,60.11628480148711,0.5180504525962798,0.011651691651872369,"[0.9039,0.9472]",4.498691677700325,0.005476447726452368,0.9310782735810025,8.21461630313884,0.4813562892751782,0.0014285714285714286,0.955,0.028182097109656135
ei,148,0.8711210688639335,116.9920573427027,15.077811301736922,0.3191819283576599,0.022232751510475626,"[0.8207,0.9069]",1.861178396703493,0.0159085876338731,0.8834926992117429,1.169920573427027,0.3065489106989985,0.0014285714285714286,0.935,0.06387893113606657
eea,147,0.9183296801544218,165.17426247564623,13.489834846643497,0.30293164904111963,0.0141177322124207,"[0.8872,0.9417]",1.0638066183048522,0.0064405107815250755,0.9247413875352697,1.6517426247564624,0.2837802664116617,0.0014285714285714286,0.95,0.03167031984557811
nc,153,0.9086473791205427,9.274188830588235,0.8472214562052247,0.07441367574979911,0.019884800828719733,"[0.8597,0.9384]",0.09825014020117546,0.01059393354997536,0.919203412612928,0.09274188830588236,0.07022278124567592,0.0014285714285714286,0.945,0.03635262087945723
eps,153,0.8846674616632076,204.4264640522876,23.577023002365365,0.39255342255283365,0.024158659373629963,"[0.8304,0.9232]",2.2757946671232587,0.011132583433723937,0.8957901655606892,2.044264640522876,0.375149280629912,0.0014285714285714286,0.935,0.05033253833679241
