target,cur_r2,train_n,test_n,tss_train,tss_test_proxy,dmean_per_001,sse_cut_for_001_mean,rmse_now,rmse_for_001,perfect_ceiling_mean
tg,0.895346,4143,2763,49286627.96050302,32865684.79645324,0.0014285714285714286,2300597.9357517273,35.28245664492768,102.6212771257937,0.9172398571428573
egc,0.911096,2028,1352,4984.697527308639,3322.3119681272674,0.0014285714285714286,232.56183776890873,0.46740409199935495,1.48804954177634,0.9149898571428572
egb,0.926818,337,224,1315.418285398457,873.0305882257617,0.0014285714285714286,61.11214117580332,0.5340634514015502,1.8903067563748162,0.9127438571428572
ei,0.871121,222,148,242.3088559998198,161.17376394558153,0.0014285714285714286,11.282163476190709,0.37463417763327933,0.9683857869231408,0.9207005714285714
eea,0.91833,221,147,269.676201380724,178.96693364357142,0.0014285714285714286,12.52768535505,0.31532543895718385,1.0515975370073378,0.9139564285714287
nc,0.908647,229,153,12.638096630393012,8.425397753595341,0.0014285714285714286,0.5897778427516739,0.07092688682302717,0.2224559648732328,0.9153397142857144
eps,0.884667,229,153,272.8739746724891,181.9159831149927,0.0014285714285714286,12.734118818049492,0.370310910535252,1.0197907872178429,0.9187654285714286
