target,n,r2,top1pct_share,top5pct_share,top10pct_share,clip_bounds_gain,clip_q995_gain,halve_top1pct_gain
tg,2732,0.8953462610294881,0.26405946643723716,0.5550797776049613,0.6992418817628624,0.0,9.526627823441824e-05,0.02072610785491147
egc,1352,0.9110956559040295,0.2005318998828205,0.47773138721332065,0.6424489959943906,3.467785132649226e-05,-0.0005473474907818909,0.013371117772050689
egb,224,0.9268179028903438,0.1464662035144183,0.442788147183055,0.5961397990978669,0.0,0.0,0.008039027946656119
ei,148,0.8711210688639335,0.12343823380314425,0.374110519384473,0.5884369996019456,0.0,-0.0012028317970605995,0.011931440725404863
eea,147,0.9183296801544218,0.07885986970178109,0.39145510815054463,0.5616542858240556,0.0019307069684301181,0.0021287398928476753,0.004830383086143808
nc,153,0.9086473791205427,0.22423424621243596,0.49147825913344967,0.6303144223724062,7.308628753444069e-05,-0.0014223889614090046,0.015363289561826643
eps,153,0.8846674616632076,0.1911019589441806,0.4796712091560309,0.6266148086388191,0.0,-0.00040288916701869404,0.016530205504624362
