target,n,mean_res,resid_sd,calib_slope,het_spearman,sse_top5pct,frac_over_3sig
tg,2732,-0.25503503508959546,35.334799105101354,1.0045591236773261,0.0778196554675487,0.5535581026634426,0.018667642752562226
egc,1352,0.00762213273315718,0.4639244461905242,0.9944552404188688,-0.12244913061386808,0.4744502324257158,0.015532544378698224
egb,224,-0.06809088066543276,0.5147063177727822,1.0286008711136239,-0.014098868246850312,0.442788147183055,0.017857142857142856
ei,148,0.03572813987215597,0.31825298310891914,0.998983732132798,0.055155500233890944,0.374110519384473,0.006756756756756757
eea,147,-0.007303020091536308,0.30387897209591563,1.004159683744446,-0.06406546328268442,0.39145510815054463,0.013605442176870748
nc,153,-0.003587722873000701,0.07457123394283051,0.9998599699150871,0.20090701504292707,0.4610847670170903,0.0196078431372549
eps,153,0.009876708451134118,0.3937179222420737,1.0466577715064846,0.28754883793090774,0.451148470045229,0.026143790849673203
