iter	MAE
120	0.03802786122
121	0.03783900995
122	0.03763080556
123	0.03746135009
124	0.03707529572
125	0.03692236959
126	0.03647412032
127	0.03628017787
128	0.03594989298
129	0.03579808255
130	0.03554998369
131	0.03538028943
132	0.03530360556
133	0.03519993081
134	0.03509860804
135	0.03475521192
136	0.03431264633
137	0.03405722067
138	0.0339709258
139	0.03369616112
140	0.03339269161
141	0.03325358093
142	0.03284180766
143	0.03265523937
144	0.03257422369
145	0.03219160324
146	0.0321037546
147	0.03181413647
148	0.03165914565
149	0.03154382788
150	0.03137919766
151	0.03121526668
152	0.03088448137
153	0.03063075882
154	0.03051832722
155	0.03030413981
156	0.03012009915
157	0.03003427541
158	0.02992870064
159	0.02977867473
160	0.02962123585
161	0.02945683102
162	0.0293865012
163	0.02921037222
164	0.02900391858
165	0.02892668782
166	0.0287562746
167	0.02864548181
168	0.02856786965
169	0.02852394433
170	0.02834797024
171	0.02809781719
172	0.02784564541
173	0.02768555421
174	0.02755225151
175	0.02744903069
176	0.0271863528
177	0.02694778258
178	0.02641519006
179	0.02630297316
180	0.02613166145
181	0.026023751
182	0.02591846285
183	0.02585017359
184	0.02575160161
185	0.0256605111
186	0.02547700643
187	0.02522695728
188	0.02500816174
189	0.02488269316
190	0.02472930491
191	0.02437979123
192	0.02411960277
193	0.02403511397
194	0.02394264206
195	0.02382683569
196	0.02376109961
197	0.02354508617
198	0.02335287998
199	0.02326996165
200	0.02314120567
201	0.02311866624
202	0.023059818
203	0.02300215933
204	0.02294498925
205	0.02287823178
206	0.02282347606
207	0.02270205746
208	0.02253241322
209	0.02250175175
210	0.02243325194
211	0.02231208793
212	0.02211226029
213	0.02203446472
214	0.02195945628
215	0.02169086166
216	0.02160891819
217	0.02155007764
218	0.02145405906
219	0.02136430249
220	0.02115129362
221	0.0211175301
222	0.02090186801
223	0.02084384315
224	0.02077342323
225	0.02069834463
226	0.02050345461
227	0.02044618996
228	0.02041231607
229	0.02032824583
230	0.02021497749
231	0.0201142973
232	0.01993416991
233	0.0198605606
234	0.01970291233
235	0.01961126134
236	0.01953230779
237	0.01941500128
238	0.01934783231
239	0.01925600592
240	0.01918235345
241	0.01892846722
242	0.01871847679
243	0.01856114088
244	0.01842490893
245	0.01833315046
246	0.01826954817
247	0.01815365522
248	0.01811101144
249	0.0179885455
250	0.01796078746
251	0.01781372372
252	0.0176150143
253	0.01755037776
254	0.01742298121
255	0.01726410778
256	0.01708800236
257	0.0170137116
258	0.01685183122
259	0.01671771129
260	0.01658349748
261	0.01648930025
262	0.01638992264
263	0.0163487757
264	0.01632440923
265	0.01627648799
266	0.01621095652
267	0.01614670864
268	0.01603462659
269	0.01596949205
270	0.01586824933
271	0.01579114494
272	0.01559131486
273	0.015514742
274	0.0155015403
275	0.01539728398
276	0.01526994753
277	0.01520208176
278	0.01509483232
279	0.01501972361
280	0.01495391725
281	0.01483749345
282	0.0147546514
283	0.01471943585
284	0.01463649662
285	0.01456605622
286	0.01453650832
287	0.01449272088
288	0.01439657684
289	0.01435709985
290	0.01432885387
291	0.0141927718
292	0.01413797254
293	0.01405841454
294	0.01402111167
295	0.01399395803
296	0.01390482027
297	0.01386939685
298	0.01379060656
299	0.01373212154
300	0.0136953434
301	0.01366785405
302	0.01363683712
303	0.01360622394
304	0.01353465466
305	0.01352195515
306	0.01347692523
307	0.01345888892
308	0.01343404128
309	0.01340115399
310	0.01336170046
311	0.01334950313
312	0.01322947698
313	0.01321305816
314	0.01312048994
315	0.01302406756
316	0.01291067624
317	0.01269592014
318	0.01267918998
319	0.01265484818
320	0.01264141803
321	0.01259460694
322	0.0125304187
323	0.01251390561
324	0.01246709261
325	0.01243853657
326	0.01239025176
327	0.01234834782
328	0.01228807254
329	0.01223594543
330	0.01217979083
331	0.01213858621
332	0.01208132345
333	0.01196220558
334	0.01185937742
335	0.01184004415
336	0.01177443473
337	0.01170162944
338	0.01165967304
339	0.01156980045
340	0.0115384182
341	0.01146267572
342	0.01142119236
343	0.0113863388
344	0.01135194961
345	0.01133151323
346	0.01127792138
347	0.01120879534
348	0.01114874464
349	0.01108998778
350	0.01107511153
351	0.01104994569
352	0.01101009597
353	0.01094927424
354	0.01093409629
355	0.01087767411
356	0.01083225062
357	0.01081163927
358	0.01073263457
359	0.01069240418
360	0.01066599086
361	0.01063956558
362	0.0105970615
363	0.0105254799
364	0.01050746772
365	0.01049636431
366	0.01044931986
367	0.01041474972
368	0.01037115323
369	0.01034759491
370	0.01028355704
371	0.0101802698
372	0.01015298633
373	0.01011891774
374	0.01006751175
375	0.01003069466
376	0.009963524912
377	0.00993975259
378	0.009887255537
379	0.009805097894
380	0.009694480338
381	0.009670278881
382	0.009621504694
383	0.009581529158
384	0.009567654575
385	0.009466402701
386	0.009448844231
387	0.00937078231
388	0.009285970032
389	0.009227243521
390	0.00919339598
391	0.00918573901
392	0.0091378479
393	0.009130173666
394	0.009117678042
395	0.009109848919
396	0.009095366586
397	0.009051611751
398	0.009038447197
399	0.009004173379
400	0.008967577251
401	0.008957500837
402	0.008909069976
403	0.008850565707
404	0.008806880541
405	0.008741175921
406	0.008707138393
407	0.008672702714
408	0.00859557604
409	0.0085845438
410	0.008493122773
411	0.008482367059
412	0.00845433019
413	0.008439070462
414	0.008411482721
415	0.008384667347
416	0.008333927075
417	0.008289653394
418	0.008285500524
419	0.008273705879
420	0.00824391848
421	0.008202533619
422	0.008186795563
423	0.008133303603
424	0.008102434086
425	0.008062632667
426	0.008050682229
427	0.008045826915
428	0.008024082409
429	0.007981109374
430	0.007954947176
431	0.007937774293
432	0.007927661604
433	0.007916732938
434	0.007903688973
435	0.007894022902
436	0.007871465057
437	0.007833528808
438	0.007787022227
439	0.00773555343
440	0.007669267671
441	0.007650569985
442	0.007620719079
443	0.007575694644
444	0.007510209396
445	0.00748423709
446	0.007434302584
447	0.007423500435
448	0.007371769096
449	0.007365862609
