iter	RMSE
0	0.2178337785
1	0.2138535219
2	0.210252778
3	0.2063984191
4	0.2031504201
5	0.1991028524
6	0.1954060049
7	0.1924032175
8	0.1896874861
9	0.1862067198
10	0.1831521105
11	0.180490456
12	0.1782581775
13	0.1755684847
14	0.1726693193
15	0.1701830322
16	0.1674498864
17	0.1652649037
18	0.1623187048
19	0.1600255584
20	0.1576713057
21	0.1558049961
22	0.1537359498
23	0.1517370161
24	0.1498692393
25	0.1480113003
26	0.1463661151
27	0.1440880931
28	0.142442623
29	0.1404346918
30	0.1388447464
31	0.1369244303
32	0.1350071224
33	0.1333628291
34	0.131842935
35	0.1301337203
36	0.1285600073
37	0.1269701488
38	0.1253973144
39	0.1245436807
40	0.1228589017
41	0.1216920788
42	0.1201319147
43	0.1188659229
44	0.1179359933
45	0.1168143559
46	0.1154449155
47	0.1137135124
48	0.1126673312
49	0.1112567734
50	0.1102473813
51	0.109275092
52	0.1078181893
53	0.1071003448
54	0.10631449
55	0.1054861304
56	0.1047072212
57	0.1038124535
58	0.1032627095
59	0.1021291335
60	0.1015756
61	0.100853513
62	0.0997246129
63	0.09884247149
64	0.0983277394
65	0.0976424054
66	0.09685636873
67	0.09658833296
68	0.09599253821
69	0.09511171919
70	0.0942536482
71	0.09338591244
72	0.09284871606
73	0.09216182709
74	0.09167989143
75	0.09113500648
76	0.09052561632
77	0.09001448678
78	0.08940951984
79	0.0888529759
80	0.08823579743
81	0.08790928976
82	0.08696189533
83	0.08648329556
84	0.08569201133
85	0.08531039928
86	0.08476638203
87	0.08430445368
88	0.08359303017
89	0.08272428804
90	0.08204221514
91	0.08147450342
92	0.08121704087
93	0.08082164753
94	0.08050993021
95	0.0802398271
96	0.07983988418
97	0.07929779833
98	0.07896720917
99	0.07849171101
100	0.07780094169
101	0.07745389866
102	0.07693565079
103	0.07636574423
104	0.07585284259
105	0.07566756153
106	0.07515019771
107	0.07486893325
108	0.07453002077
109	0.07405412216
110	0.07383003572
111	0.0732908797
112	0.07305308289
113	0.07266193352
114	0.07243849536
115	0.07217379019
116	0.0715796501
117	0.07103924497
118	0.07061039832
119	0.07048287484
120	0.07005617011
121	0.06941607855
122	0.06881162302
123	0.06842876565
124	0.06803603084
125	0.06771265466
126	0.06739713006
127	0.06692322537
128	0.06648277813
129	0.06626041029
130	0.06567699815
131	0.06544445174
132	0.06518004306
133	0.06470130283
134	0.06431952209
135	0.06391448193
136	0.06374526471
137	0.06320169967
138	0.06295673703
139	0.06279291783
140	0.06255802731
141	0.06236056981
142	0.06200330932
143	0.06180050171
144	0.06148643249
145	0.06134864667
146	0.06059383178
147	0.06041096484
148	0.06021650537
149	0.05994701754
150	0.05972057075
151	0.05952248647
152	0.0593177972
153	0.0590349182
154	0.05884462889
155	0.05855252607
156	0.05800396634
157	0.05760743938
158	0.05741342268
159	0.05722833382
160	0.05695858888
161	0.0567473647
162	0.056241464
163	0.05558913169
164	0.05542138775
165	0.05522439535
166	0.05506838022
167	0.05488772842
168	0.05463577434
169	0.05435138276
170	0.05410138419
171	0.05391814536
172	0.05371642975
173	0.05343476893
